1.3505 0.207981
1.9117 0.215032
2.5154 0.292596
3.8124 0.581699
4.4916 0.860224
4.7274 1.03651
4.6331 1.1599
4.2181 1.23747
3.5719 1.19516
1.8268 0.750929
1.5910 0.602853
1.2750 0.327853
1.2467 0.25734
1.3599 0.204455
1.3505 0.207981
